Airport,Community,Airport Name,City,Country,Latitude,Longitude
AWD,0,Aniwa Airport,Aniwa,Vanuatu,-19.2346,169.6009
DLY,0,Dillon's Bay Airport,Dillon's Bay,Vanuatu,-18.7693996429,169.00100708
FTA,0,Futuna Airport,Futuna Island,Vanuatu,-19.5163993835,170.231994629
IPA,0,Ipota Airport,Ipota,Vanuatu,-18.856389,169.283333
TGJ,16,Tiga Airport,Tiga,New Caledonia,-21.096099853515625,167.8040008544922
BMY,16,Île Art - Waala Airport,Waala,New Caledonia,-19.720600128173828,163.66099548339844
ILP,16,Île des Pins Airport,Île des Pins,New Caledonia,-22.58889961242676,167.45599365234375
AJF,9,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,29.78510093688965,40.09999847412109
WAE,9,Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,20.504299163800003,45.1996002197
KHD,9,Khoram Abad Airport,Khorram Abad,Iran,33.43539810180664,48.282901763916016
BXR,9,Bam Airport,Bam,Iran,29.084199905395508,58.45000076293945
BJB,9,Bojnord Airport,Bojnourd,Iran,37.49300003051758,57.30820083618164
AFZ,9,Sabzevar National Airport,Sabzevar,Iran,36.16809844970703,57.59519958496094
NSH,9,Noshahr Airport,Noshahr,Iran,36.66329956054688,51.46469879150391
SRY,9,Dasht-e Naz Airport,Dasht-e-naz,Iran,36.635799408,53.1935997009
LRR,9,Lar Airport,Lar,Iran,27.6746997833,54.3833007812
ADU,9,Ardabil Airport,Ardabil,Iran,38.3256988525,48.4244003296
OMH,9,Urmia Airport,Uromiyeh,Iran,37.6680984497,45.0686988831
AAN,9,Al Ain International Airport,Al Ain,United Arab Emirates,24.261699676513672,55.60919952392578
BHV,9,Bahawalpur Airport,Bahawalpur,Pakistan,29.348100662231445,71.71800231933594
CJL,9,Chitral Airport,Chitral,Pakistan,35.886600494384766,71.80059814453125
DBA,9,Dalbandin Airport,Dalbandin,Pakistan,28.8782997131,64.3998031616
DEA,9,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,29.961000442504883,70.48590087890625
DSK,9,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,31.909400939941406,70.89659881591797
KDU,9,Skardu Airport,Skardu,Pakistan,35.33549880981445,75.53600311279297
TUK,9,Turbat International Airport,Turbat,Pakistan,25.986400604248047,63.03020095825195
ISU,9,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,35.5617485046,45.3167381287
GXF,9,Sayun International Airport,Sayun Intl,Yemen,15.9660997391,48.78829956049999
ADK,18,Adak Airport,Adak Island,United States,51.87799835205078,-176.64599609375
GST,18,Gustavus Airport,Gustavus,United States,58.4253006,-135.7070007
SGY,18,Skagway Airport,Skagway,United States,59.46009826660156,-135.3159942626953
HCR,18,Holy Cross Airport,Holy Cross,United States,62.18830108642578,-159.77499389648438
HNS,18,Haines Airport,Haines,United States,59.24380111694336,-135.5240020751953
KLG,18,Kalskag Airport,Kalskag,United States,61.53630065917969,-160.34100341796875
MCG,18,McGrath Airport,Mcgrath,United States,62.95289993,-155.6060028
MOU,18,Mountain Village Airport,Mountain Village,United States,62.095401763916016,-163.6820068359375
ANI,18,Aniak Airport,Aniak,United States,61.58160018920898,-159.54299926757812
VAK,18,Chevak Airport,Chevak,United States,61.5409,-165.6005
WRG,18,Wrangell Airport,Wrangell,United States,56.48429871,-132.3699951
KUH,17,Kushiro Airport,Kushiro,Japan,43.0410003662,144.192993164
HSG,17,Saga Airport,Saga,Japan,33.149700164799995,130.302001953
NKM,17,Nagoya Airport,Nagoya,Japan,35.255001068115234,136.9239959716797
IWJ,17,Iwami Airport,Iwami,Japan,34.676399231,131.789993286
FKS,17,Fukushima Airport,Fukushima,Japan,37.22740173339844,140.43099975585938
ONJ,17,Odate Noshiro Airport,Odate Noshiro,Japan,40.1918983459,140.371002197
SYO,17,Shonai Airport,Shonai,Japan,38.81219863889999,139.787002563
KUV,17,Kunsan Air Base,Kunsan,South Korea,35.90380096435547,126.61599731445312
WJU,17,Wonju/Hoengseong Air Base (K-38/K-46),Wonju,South Korea,37.441201,127.963858
YNY,17,Yangyang International Airport,Sokcho / Gangneung,South Korea,38.061298,128.669006
HIN,17,Sacheon Air Base/Airport,Sacheon,South Korea,35.088591,128.071747
CJJ,17,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Chongju,South Korea,36.717008,127.498741
CGM,17,Camiguin Airport,Camiguin,Philippines,9.253520011901855,124.70700073242188
JOL,17,Jolo Airport,Jolo,Philippines,6.0536699295043945,121.01100158691406
SUG,17,Surigao Airport,Sangley Point,Philippines,9.755838325629998,125.480947495
WNP,17,Naga Airport,Naga,Philippines,13.58489990234375,123.2699966430664
BSO,17,Basco Airport,Basco,Philippines,20.4513,121.980003
TUG,17,Tuguegarao Airport,Tuguegarao,Philippines,17.6433676823,121.733150482
VRC,17,Virac Airport,Virac,Philippines,13.57639980316162,124.20600128173828
CYP,17,Calbayog Airport,Calbayog City,Philippines,12.072699546813965,124.54499816894533
CRM,17,Catarman National Airport,Catarman,Philippines,12.502400398254396,124.63600158691406
MBT,17,Moises R. Espinosa Airport,Masbate,Philippines,12.369682,123.630095
RXS,17,Roxas Airport,Roxas City,Philippines,11.597700119018556,122.7519989013672
JDO,11,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,-7.21895980835,-39.2700996399
LEC,11,Coronel Horácio de Mattos Airport,Lençóis,Brazil,-12.4822998047,-41.2770004272
MEA,11,Macaé Airport,Macaé,Brazil,-22.343000412,-41.7659988403
MII,11,Frank Miloye Milenkowichi–Marília State Airport,Marília,Brazil,-22.1968994141,-49.926399231
VDC,11,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,-14.8627996445,-40.8630981445
RIA,11,Santa Maria Airport,Santa Maria,Brazil,-29.711399,-53.688202
SCY,11,San Cristóbal Airport,San Cristóbal,Ecuador,-0.910206,-89.617401
LOH,11,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,-3.99589,-79.371902
ESM,11,General Rivadeneira Airport,Esmeraldas,Ecuador,0.9785190224647522,-79.62660217285156
LQM,11,Caucaya Airport,Puerto Leguízamo,Colombia,-0.182278,-74.7708
LPD,11,La Pedrera Airport,La Pedrera,Colombia,-1.32861,-69.5797
NQU,11,Reyes Murillo Airport,Nuquí,Colombia,5.6964,-77.2806
PDA,11,Obando Airport,Puerto Inírida,Colombia,3.85353,-67.9062
EYP,11,El Yopal Airport,Yopal,Colombia,5.31911,-72.384
GYA,11,Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,-10.820599556,-65.3455963135
RIB,11,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,-11.0,-66.0
CJA,11,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,-7.1391801834106445,-78.4894027709961
HUU,11,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,-9.878809928894045,-76.20480346679688
SRA,11,Santa Rosa Airport,Santa Rosa,Brazil,-27.9067,-54.520401
VIG,3,Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,8.624139,-71.672668
JPR,11,Ji-Paraná Airport,Ji-Paraná,Brazil,-10.8708000183,-61.8465003967
NEV,3,Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis,17.205699920654297,-62.58990097045898
VIJ,3,Virgin Gorda Airport,Spanish Town,British Virgin Islands,18.446399688720703,-64.42749786376953
KOV,13,Kokshetau Airport,Kokshetau,Kazakhstan,53.329102,69.594597
PPK,13,Petropavlosk South Airport,Petropavlosk,Kazakhstan,54.77470016479492,69.18389892578125
DZN,13,Zhezkazgan Airport,Zhezkazgan,Kazakhstan,47.708302,67.733299
UKK,13,Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan,50.036598205566406,82.49420166015625
KSN,13,Kostanay West Airport,Kostanay,Kazakhstan,53.20690155029297,63.55030059814453
KVD,13,Ganja Airport,Ganja,Azerbaijan,40.737701416015625,46.31760025024414
NAJ,2,Nakhchivan Airport,Nakhchivan,Azerbaijan,39.18880081176758,45.45840072631836
NER,13,Chulman Airport,Neryungri,Russia,56.913898468018,124.91400146484
PYJ,13,Polyarny Airport,Yakutia,Russia,66.4003982544,112.029998779
CKH,13,Chokurdakh Airport,Chokurdah,Russia,70.62310028076172,147.90199279785156
CYX,13,Cherskiy Airport,Cherskiy,Russia,68.7406005859375,161.33799743652344
IKS,13,Tiksi Airport,Tiksi,Russia,71.697700500488,128.90299987793
DYR,13,Ugolny Airport,Anadyr,Russia,64.734902,177.740997
OZH,13,Zaporizhzhia International Airport,Zaporozhye,Ukraine,47.867000579833984,35.31570053100586
HRK,2,Kharkiv International Airport,Kharkov,Ukraine,49.924800872802734,36.290000915527344
IFO,2,Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine,48.88420104980469,24.68610000610352
UDJ,2,Uzhhorod International Airport,Uzhgorod,Ukraine,48.6343002319336,22.263399124145508
CSH,13,Solovki Airport,Solovetsky Islands,Russia,65.0299987793,35.7333335876
CEE,13,Cherepovets Airport,Cherepovets,Russia,59.273601532,38.0158004761
PES,13,Petrozavodsk Airport,Petrozavodsk,Russia,61.88520050048828,34.15470123291016
KYZ,13,Kyzyl Airport,Kyzyl,Russia,51.66939926147461,94.40059661865234
NOZ,13,Spichenkovo Airport,Novokuznetsk,Russia,53.811401,86.877197
IAA,13,Igarka Airport,Igarka,Russia,67.43720245361328,86.62190246582031
OGZ,13,Beslan Airport,Beslan,Russia,43.2051010132,44.6066017151
ESL,13,Elista Airport,Elista,Russia,46.3739013671875,44.33089828491211
GLH,3,Mid Delta Regional Airport,Greenville,United States,33.4828987121582,-90.98560333251952
PSC,3,Tri Cities Airport,Pasco,United States,46.26470184326172,-119.11900329589844
KQA,20,Akutan Seaplane Base,Akutan,United States,54.1337704415,-165.778895617
SLY,13,Salekhard Airport,Salekhard,Russia,66.5907974243164,66.61100006103516
HMA,13,Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,61.02849960327149,69.08609771728516
NYA,13,Nyagan Airport,Nyagan,Russia,62.110001,65.614998
OVS,13,Sovetskiy Airport,Sovetskiy,Russia,61.326622009277344,63.60191345214844
IJK,13,Izhevsk Airport,Izhevsk,Russia,56.82809829711914,53.45750045776367
KVX,13,Pobedilovo Airport,Kirov,Russia,58.503299713135,49.348300933838
NYM,13,Nadym Airport,Nadym,Russia,65.48090362548828,72.69889831542969
KRO,13,Kurgan Airport,Kurgan,Russia,55.47529983520508,65.41560363769531
LBD,13,Khudzhand Airport,Khudzhand,Tajikistan,40.21540069580078,69.6947021484375
AZN,13,Andizhan Airport,Andizhan,Uzbekistan,40.7276992798,72.2939987183
FEG,13,Fergana International Airport,Fergana,Uzbekistan,40.3587989807,71.7450027466
NMA,13,Namangan Airport,Namangan,Uzbekistan,40.9846000671,71.5567016602
NCU,13,Nukus Airport,Nukus,Uzbekistan,42.488399505615234,59.62329864501953
UGC,13,Urgench Airport,Urgench,Uzbekistan,41.58430099487305,60.641700744628906
KSQ,13,Karshi Khanabad Airport,Khanabad,Uzbekistan,38.8335990906,65.9215011597
TMJ,13,Termez Airport,Termez,Uzbekistan,37.28670120239258,67.30999755859375
EGO,13,Belgorod International Airport,Belgorod,Russia,50.643798828125,36.5900993347168
URS,13,Kursk East Airport,Kursk,Russia,51.7505989074707,36.29560089111328
VKT,13,Vorkuta Airport,Vorkuta,Russia,67.48860168457031,63.99309921264648
UUA,13,Bugulma Airport,Bugulma,Russia,54.63999938964844,52.801700592041016
CSY,13,Cheboksary Airport,Cheboksary,Russia,56.09030151367188,47.3473014831543
OSW,13,Orsk Airport,Orsk,Russia,51.0724983215332,58.59560012817383
PEZ,13,Penza Airport,Penza,Russia,53.110599517822266,45.02109909057617
SKX,13,Saransk Airport,Saransk,Russia,54.12512969970703,45.21225738525391
HBX,9,Hubli Airport,Hubli,India,15.361700058,75.08489990230001
KCT,9,Koggala Airport,Koggala,Sri Lanka,5.993680000305176,80.32029724121094
SHL,9,Shillong Airport,Shillong,India,25.70359992980957,91.97869873046876
GAU,9,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.10610008239746,91.58589935302734
DMU,9,Dimapur Airport,Dimapur,India,25.8838996887,93.7711029053
BZL,9,Barisal Airport,Barisal,Bangladesh,22.801000595092773,90.30120086669922
HOE,17,Ban Huoeisay Airport,Huay Xai,Laos,20.2572994232,100.43699646
BHR,9,Bharatpur Airport,Bharatpur,Nepal,27.678101,84.429398
BDP,9,Bhadrapur Airport,Chandragarhi,Nepal,26.5708007812,88.07959747310001
KEP,9,Nepalgunj Airport,Nepalgunj,Nepal,28.103599548339844,81.66699981689453
GAN,9,Gan International Airport,Gan Island,Maldives,-0.693342,73.155602
HAQ,9,Hanimaadhoo Airport,Haa Dhaalu Atoll,Maldives,6.744229793548584,73.17050170898438
KDO,9,Kadhdhoo Airport,Laamu Atoll,Maldives,1.8591699600219729,73.52189636230469
MAQ,17,Mae Sot Airport,Tak,Thailand,16.699899673461914,98.54509735107422
BMV,17,Buon Ma Thuot Airport,Buonmethuot,Vietnam,12.668299675,108.120002747
HPH,17,Cat Bi International Airport,Haiphong,Vietnam,20.81940078735352,106.7249984741211
CXR,17,Cam Ranh Airport,Nha Trang,Vietnam,11.99820041656494,109.21900177001952
VCS,17,Co Ong Airport,Conson,Vietnam,8.73183,106.633003
VCA,17,Can Tho International Airport,Can Tho,Vietnam,10.085100174,105.711997986
DIN,17,Dien Bien Phu Airport,Dienbienphu,Vietnam,21.3974990845,103.008003235
UIH,17,Phu Cat Airport,Phucat,Vietnam,13.955,109.042
PXU,17,Pleiku Airport,Pleiku,Vietnam,14.00450038909912,108.01699829101562
VII,17,Vinh Airport,Vinh,Vietnam,18.7376003265,105.67099762
TVY,17,Dawei Airport,Dawei,Burma,14.103899955749512,98.20359802246094
KAW,17,Kawthoung Airport,Kawthoung,Burma,10.04930019378662,98.53800201416016
TMC,0,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,-9.40972,119.244003
BEJ,0,Kalimarau Airport,Tanjung Redep-Borneo Island,Indonesia,2.1555,117.431999
LUV,0,Dumatumbun Airport,Langgur-Kei Islands,Indonesia,-5.661620140075684,132.7310028076172
LGL,0,Long Lellang Airport,Long Datih,Malaysia,3.42100000381,115.153999329
ODN,0,Long Seridan Airport,Long Seridan,Malaysia,3.9670000076293945,115.0500030517578
MKM,0,Mukah Airport,Mukah,Malaysia,2.90639,112.080002
BKM,0,Bakalalan Airport,Bakalalan,Malaysia,3.973999977111816,115.61799621582033
LWY,0,Lawas Airport,Lawas,Malaysia,4.84917,115.407997
BBN,0,Bario Airport,Bario,Malaysia,3.7338900566101074,115.47899627685548
KUD,0,Kudat Airport,Kudat,Malaysia,6.922500133514404,116.83599853515624
TKG,0,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,-5.240556,105.175556
NTX,0,Ranai Airport,Ranai-Natuna Besar Island,Indonesia,3.90871,108.388
ALH,0,Albany Airport,Albany,Australia,-34.94329833984375,117.80899810791016
AUU,0,Aurukun Airport,Aurukun,Australia,-13.354067,141.72065
BCI,0,Barcaldine Airport,Barcaldine,Australia,-23.5652999878,145.307006836
BVI,0,Birdsville Airport,Birdsville,Australia,-25.897499084472656,139.34800720214844
BHQ,0,Broken Hill Airport,Broken Hill,Australia,-32.0013999939,141.472000122
HTI,0,Hamilton Island Airport,Hamilton Island,Australia,-20.3581008911,148.95199585
BEU,0,Bedourie Airport,Bedourie,Australia,-24.346099853515625,139.4600067138672
BUC,0,Burketown Airport,Burketown,Australia,-17.748600006103516,139.53399658203125
BQL,0,Boulia Airport,Boulia,Australia,-22.913299560546875,139.89999389648438
BHS,0,Bathurst Airport,Bathurst,Australia,-33.4094009399,149.651992798
CPD,0,Coober Pedy Airport,Coober Pedy,Australia,-29.040000915527344,134.7209930419922
CNJ,0,Cloncurry Airport,Cloncurry,Australia,-20.6686000824,140.503997803
CED,0,Ceduna Airport,Ceduna,Australia,-32.13059997558594,133.7100067138672
CMA,0,Cunnamulla Airport,Cunnamulla,Australia,-28.030000686645508,145.6219940185547
CUQ,0,Coen Airport,Coen,Australia,-13.761133,143.113311
DMD,0,Doomadgee Airport,Doomadgee,Australia,-17.9403,138.822006
DPO,0,Devonport Airport,Devonport,Australia,-41.1697006226,146.429992676
ELC,0,Elcho Island Airport,Elcho Island,Australia,-12.019399642899998,135.570999146
EPR,0,Esperance Airport,Esperance,Australia,-33.684399,121.822998
FLS,0,Flinders Island Airport,Flinders Island,Australia,-40.0917015076,147.992996216
GET,0,Geraldton Airport,Geraldton,Australia,-28.796101,114.707001
GLT,0,Gladstone Airport,Gladstone,Australia,-23.869699,151.223007
GTE,0,Groote Eylandt Airport,Groote Eylandt,Australia,-13.9750003815,136.460006714
GFF,0,Griffith Airport,Griffith,Australia,-34.2508010864,146.067001343
HID,0,Horn Island Airport,Horn Island,Australia,-10.586400032,142.289993286
JCK,0,Julia Creek Airport,Julia Creek,Australia,-20.66830062866211,141.72300720214844
KNS,0,King Island Airport,King Island,Australia,-39.87749862670898,143.8780059814453
KWM,0,Kowanyama Airport,Kowanyama,Australia,-15.485600471496582,141.75100708007812
LDH,0,Lord Howe Island Airport,Lord Howe Island,Australia,-31.5382995605,159.07699585
IRG,0,Lockhart River Airport,Lockhart River,Australia,-12.7869,143.304993
LSY,0,Lismore Airport,Lismore,Australia,-28.8302993774,153.259994507
LRE,0,Longreach Airport,Longreach,Australia,-23.4342002869,144.279998779
MIM,0,Merimbula Airport,Merimbula,Australia,-36.9085998535,149.901000977
MGT,0,Milingimbi Airport,Milingimbi,Australia,-12.0944004059,134.893997192
MNG,0,Maningrida Airport,Maningrida,Australia,-12.0560998917,134.23399353
MCV,0,McArthur River Mine Airport,McArthur River Mine,Australia,-16.4424991608,136.083999634
MQL,0,Mildura Airport,Mildura,Australia,-34.229198455799995,142.085998535
MRZ,0,Moree Airport,Moree,Australia,-29.4988994598,149.845001221
MOV,0,Moranbah Airport,Moranbah,Australia,-22.057800293,148.07699585
MYA,0,Moruya Airport,Moruya,Australia,-35.8978004456,150.143997192
MGB,0,Mount Gambier Airport,Mount Gambier,Australia,-37.745601654052734,140.78500366210938
ONG,0,Mornington Island Airport,Mornington Island,Australia,-16.662500381469727,139.17799377441406
NRA,0,Narrandera Airport,Narrandera,Australia,-34.7022018433,146.511993408
NTN,0,Normanton Airport,Normanton,Australia,-17.68409,141.069664
ZNE,0,Newman Airport,Newman,Australia,-23.4178009033,119.803001404
OLP,0,Olympic Dam Airport,Olympic Dam,Australia,-30.4850006104,136.876998901
PUG,0,Port Augusta Airport,Argyle,Australia,-32.50690078735352,137.7169952392578
PBO,0,Paraburdoo Airport,Paraburdoo,Australia,-23.1711006165,117.745002747
CCK,0,Cocos (Keeling) Islands Airport,Cocos Keeling Island,Cocos (Keeling) Islands,-12.1883001328,96.8339004517
GOV,0,Gove Airport,Gove,Australia,-12.269399642899998,136.817993164
PKE,0,Parkes Airport,Parkes,Australia,-33.131401062,148.238998413
PLO,0,Port Lincoln Airport,Port Lincoln,Australia,-34.6053009033,135.880004883
EDR,0,Pormpuraaw Airport,Pormpuraaw,Australia,-14.896451,141.60908
PQQ,0,Port Macquarie Airport,Port Macquarie,Australia,-31.4358005524,152.863006592
PTJ,0,Portland Airport,Portland,Australia,-38.31809997558594,141.4709930419922
ULP,0,Quilpie Airport,Quilpie,Australia,-26.612199783325195,144.2530059814453
RMA,0,Roma Airport,Roma,Australia,-26.545000076300003,148.774993896
SGO,0,St George Airport,St George,Australia,-28.049699783325195,148.59500122070312
XTG,0,Thargomindah Airport,Thargomindah,Australia,-27.986400604248047,143.81100463867188
WNR,0,Windorah Airport,Windorah,Australia,-25.41309928894043,142.66700744628906
WYA,0,Whyalla Airport,Whyalla,Australia,-33.05889892578125,137.51400756835938
WIN,0,Winton Airport,Winton,Australia,-22.36359977722168,143.08599853515625
BWT,0,Wynyard Airport,Burnie,Australia,-40.9989013671875,145.7310028076172
NAY,17,Beijing Nanyuan Airport,Beijing,China,39.78279876708984,116.38800048828124
CIF,17,Chifeng Airport,Chifeng,China,42.23500061035156,118.90799713134766
CIH,17,Changzhi Airport,Changzhi,China,36.247501,113.125999
DAT,17,Datong Airport,Datong,China,40.060299,113.482002
HET,17,Baita International Airport,Hohhot,China,40.851398,111.823997
BAV,17,Baotou Airport,Baotou,China,40.560001373291016,109.99700164794922
SJW,17,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,38.28070068359375,114.6969985961914
TGO,17,Tongliao Airport,Tongliao,China,43.556702,122.199997
HLH,17,Ulanhot Airport,Ulanhot,China,46.195333,122.008333
XIL,17,Xilinhot Airport,Xilinhot,China,43.91559982299805,115.96399688720705
BHY,17,Beihai Airport,Beihai,China,21.5394,109.293999
CGD,17,Changde Airport,Changde,China,28.9188995361,111.63999939
DYG,17,Dayong Airport,Dayong,China,29.1028,110.443001
MXZ,17,Meixian Airport,Meixian,China,24.350000381469727,116.13300323486328
ZUH,17,Zhuhai Jinwan Airport,Zhuhai,China,22.006399,113.375999
LZH,17,Liuzhou Bailian Airport,Liuzhou,China,24.2075,109.390999
ZHA,17,Zhanjiang Airport,Zhanjiang,China,21.214399,110.358002
ENH,17,Enshi Airport,Enshi,China,30.3202991486,109.48500061
NNY,17,Nanyang Jiangying Airport,Nanyang,China,32.980801,112.614998
XFN,17,Xiangyang Liuji Airport,Xiangfan,China,32.1506,112.291
YIH,17,Yichang Sanxia Airport,Yichang,China,30.55655,111.479988
GOQ,17,Golmud Airport,Golmud,China,36.4006,94.786102
IQN,17,Qingyang Airport,Qingyang,China,35.799702,107.602997
XNN,17,Xining Caojiabu Airport,Xining,China,36.5275,102.042999
ENY,17,Yan'an Ershilipu Airport,Yan'an,China,36.636902,109.554001
UYN,17,Yulin Yuyang Airport,Yulin,China,38.35971,109.590927
LTI,17,Altai Airport,Altai,Mongolia,46.37639999389648,96.22109985351562
BYN,17,Bayankhongor Airport,Bayankhongor,Mongolia,46.16329956054688,100.7040023803711
DLZ,17,Dalanzadgad Airport,Dalanzadgad,Mongolia,43.59170150756836,104.43000030517578
HVD,17,Khovd Airport,Khovd,Mongolia,47.9541015625,91.6281967163086
MXV,17,Mörön Airport,Muren,Mongolia,49.66329956054688,100.0989990234375
DIG,17,Diqing Airport,Shangri-La,China,27.7936,99.6772
LUM,17,Mangshi Airport,Luxi,China,24.4011,98.5317
SYM,17,Pu'er Simao Airport,Simao,China,22.793301,100.959
ZAT,17,Zhaotong Airport,Zhaotong,China,27.32559967041016,103.75499725341795
KOW,17,Ganzhou Airport,Ganzhou,China,25.853333,114.778889
JDZ,17,Jingdezhen Airport,Jingdezhen,China,29.3386001587,117.176002502
JIU,17,Jiujiang Lushan Airport,Jiujiang,China,29.476944,115.801111
JUZ,17,Quzhou Airport,Quzhou,China,28.965799,118.899002
LYG,17,Lianyungang Airport,Lianyungang,China,34.571667,118.873611
HYN,17,Huangyan Luqiao Airport,Huangyan,China,28.56220054626465,121.4290008544922
LYI,17,Shubuling Airport,Linyi,China,35.04610061645508,118.41200256347656
JJN,17,Quanzhou Jinjiang International Airport,Quanzhou,China,24.7964,118.589996
TXN,17,Tunxi International Airport,Huangshan,China,29.733299255371094,118.25599670410156
WEF,17,Weifang Airport,Weifang,China,36.646702,119.119003
WUX,17,Sunan Shuofang International Airport,Wuxi,China,31.4944000244,120.429000854
WUS,17,Nanping Wuyishan Airport,Wuyishan,China,27.7019,118.000999
WNZ,17,Wenzhou Longwan International Airport,Wenzhou,China,27.912201,120.851997
YNZ,17,Yancheng Airport,Yancheng,China,33.425833,120.203056
YIW,17,Yiwu Airport,Yiwu,China,29.3446998596,120.031997681
HSN,17,Zhoushan Airport,Zhoushan,China,29.9342002869,122.361999512
BPX,17,Qamdo Bangda Airport,Bangda,China,30.553600311279297,97.1082992553711
DAX,17,Dachuan Airport,Dazhou,China,31.1302,107.4295
GYS,17,Guangyuan Airport,Guangyuan,China,32.3911018371582,105.7020034790039
LZO,17,Luzhou Airport,Luzhou,China,28.85219955444336,105.39299774169922
MIG,17,Mianyang Airport,Mianyang,China,31.4281005859375,104.74099731445312
NAO,17,Nanchong Airport,Nanchong,China,30.79545,106.1626
LZY,17,Nyingchi Airport,Nyingchi,China,29.303300857543945,94.33529663085938
WXN,17,Wanxian Airport,Wanxian,China,30.8017,108.433
AKU,17,Aksu Airport,Aksu,China,41.262501,80.291702
KCA,17,Kuqa Airport,Kuqa,China,41.677856,82.872917
KRL,17,Korla Airport,Korla,China,41.69779968261719,86.12889862060547
KRY,17,Karamay Airport,Karamay,China,45.46655,84.9527
YIN,17,Yining Airport,Yining,China,43.955799,81.330299
HEK,17,Heihe Airport,Heihe,China,50.1716209371,127.308883667
JMU,17,Jiamusi Airport,Jiamusi,China,46.84339904789999,130.464996338
JNZ,17,Jinzhou Airport,Jinzhou,China,41.10139846801758,121.06199645996094
NDG,17,Qiqihar Sanjiazi Airport,Qiqihar,China,47.23960113525391,123.91799926757812
YNJ,17,Yanji Chaoyangchuan Airport,Yanji,China,42.8828010559,129.451004028
ORH,3,Worcester Regional Airport,Worcester,United States,42.26729965209961,-71.87570190429688
AQG,17,Anqing Tianzhushan Airport,Anqing,China,30.582199,117.050003
SHP,17,Shanhaiguan Airport,Qinhuangdao,China,39.968102,119.731003
YCU,17,Yuncheng Guangong Airport,Yuncheng,China,35.116391,111.031388889
JGN,17,Jiayuguan Airport,Jiayuguan,China,39.856899,98.3414
DDG,17,Dandong Airport,Dandong,China,40.0247,124.286003
DSN,17,Ordos Ejin Horo Airport,Dongsheng,China,39.49,109.861388889
PZI,17,Bao'anying Airport,Panzhihua,China,26.54,101.79852
PVC,3,Provincetown Municipal Airport,Provincetown,United States,42.0718994141,-70.2213973999
SBH,3,Gustaf III Airport,Gustavia,France,17.904399871826172,-62.84360122680664
TBW,13,Donskoye Airport,Tambow,Russia,52.806098937988,41.482799530029
ERM,11,Erechim Airport,Erechim,Brazil,-27.66189956665039,-52.2682991027832
NVI,13,Navoi Airport,Navoi,Uzbekistan,40.1171989440918,65.1707992553711
QSF,2,Ain Arnat Airport,Setif,Algeria,36.178100585900005,5.32449007034
LRH,2,La Rochelle-Île de Ré Airport,La Rochelle,France,46.17919921875,-1.1952799558639526
AZA,3,Phoenix-Mesa-Gateway Airport,Mesa,United States,33.30780029,-111.6549988
AKP,18,Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,68.13359833,-151.7429962
ANV,18,Anvik Airport,Anvik,United States,62.646702,-160.190994
ATK,18,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States,70.46730041503906,-157.43600463867188
GAM,18,Gambell Airport,Gambell,United States,63.76679992675781,-171.73300170898438
HPB,18,Hooper Bay Airport,Hooper Bay,United States,61.52389908,-166.1470032
KAL,18,Kaltag Airport,Kaltag,United States,64.31909943,-158.7409973
KSM,18,St Mary's Airport,St Mary's,United States,62.0605011,-163.302002
KVL,18,Kivalina Airport,Kivalina,United States,67.73619842529297,-164.56300354003906
MYU,18,Mekoryuk Airport,Mekoryuk,United States,60.37139892578125,-166.27099609375
RBY,18,Ruby Airport,Ruby,United States,64.72720337,-155.4700012
SHH,18,Shishmaref Airport,Shishmaref,United States,66.249604,-166.089112
SVA,18,Savoonga Airport,Savoonga,United States,63.6864013671875,-170.4929962158203
WTK,18,Noatak Airport,Noatak,United States,67.56610107421875,-162.97500610351562
YPX,4,Puvirnituq Airport,Puvirnituq,Canada,60.05059814453125,-77.28690338134766
YTQ,4,Tasiujaq Airport,Tasiujaq,Canada,58.66780090332031,-69.95580291748047
ARC,18,Arctic Village Airport,Arctic Village,United States,68.1147,-145.578995
